base_strategy,strategy_name,lot_size,sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown,win_rate,n_trades,profit_factor,avg_win,avg_loss,expectancy,gross_pnl,net_pnl,total_commission,template,params,category
BreakoutTrader_T1.5_SL10_TP30,BreakoutTrader_L10_T1.5_SL10_TP30,0.1,0.4572357361968067,0.8370293882886879,8.893297066551282,2.564557999999904,0.2883697666690459,0.3778898996213172,828662,1.0916997954259402,0.9750001437043122,-0.5424996750847199,0.0309481791128345,33932.19999999963,25645.57999999963,8286.620000000004,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 10, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T1.5_SL10_TP40,BreakoutTrader_L10_T1.5_SL10_TP40,0.1,0.4577620617877577,0.8400078300269495,8.992901853619331,2.572654999999896,0.2860761789549045,0.3778930918174632,828655,1.0919982869502751,0.9751716308523564,-0.5424541426775704,0.0310461531035228,34013.09999999963,25726.549999999625,8286.550000000005,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 10, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T1.5_SL10_TP50,BreakoutTrader_L10_T1.5_SL10_TP50,0.1,0.4577932172496016,0.84004063071902,8.987286736330942,2.572236999999892,0.2862084047682234,0.3778927971056642,828653,1.0919872570049862,0.975123362563947,-0.5424320916527479,0.0310411837041558,34008.89999999963,25722.369999999624,8286.530000000006,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 10, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T1.5_SL15_TP30,BreakoutTrader_L10_T1.5_SL15_TP30,0.1,0.4595449132272464,0.8414262043514502,9.04147341123568,2.578007999999884,0.2851314031180182,0.3778990203248206,828642,1.0922209178499818,0.9750403809122332,-0.5422842527337585,0.031111239835779,34066.49999999964,25780.07999999963,8286.420000000006,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 15, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T1.5_SL15_TP40,BreakoutTrader_L10_T1.5_SL15_TP40,0.1,0.460066726958605,0.844406452259159,9.14261809171836,2.586104999999881,0.2828626301630653,0.377902212675062,828635,1.0925195903888274,0.9752118680602774,-0.5422387156347717,0.0312092175686517,34147.39999999963,25861.049999999625,8286.350000000006,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 15, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T1.5_SL15_TP50,BreakoutTrader_L10_T1.5_SL15_TP50,0.1,0.4600983846670347,0.8444401512796095,9.136956633793044,2.5856869999998837,0.2829921497533125,0.377901917978164,828633,1.0925085778461785,0.9751635999003628,-0.5422166633365078,0.031204248442917,34143.19999999963,25856.869999999628,8286.330000000005,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 15, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T1.5_SL20_TP30,BreakoutTrader_L10_T1.5_SL20_TP30,0.1,0.4585734312441834,0.8372680238460115,9.02463178407054,2.574297999999887,0.2852524137930817,0.3778990203248206,828642,1.092075983293612,0.9750403809122332,-0.5423562218355413,0.0310664677870535,34029.39999999963,25742.979999999625,8286.420000000006,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 20, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T1.5_SL20_TP40,BreakoutTrader_L10_T1.5_SL20_TP40,0.1,0.4590974532024958,0.840234983735726,9.12563331206951,2.582394999999875,0.2829825516421325,0.377902212675062,828635,1.0923746020576417,0.9752118680602774,-0.5423106857138418,0.0311644451417086,34110.29999999964,25823.949999999637,8286.350000000006,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 20, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T1.5_SL20_TP50,BreakoutTrader_L10_T1.5_SL20_TP50,0.1,0.4591287959738636,0.8402671385422046,9.119978483256682,2.581976999999878,0.2831121811021939,0.377901917978164,828633,1.0923635847993076,0.9751635999003628,-0.5422886335551924,0.0311594759079106,34106.09999999964,25819.76999999964,8286.330000000005,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 20, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T1.5_SL30_TP50,BreakoutTrader_L10_T1.5_SL30_TP50,0.1,0.4572694994139097,0.8311764761667884,9.090008204596655,2.575676999999881,0.2833525495276678,0.377901917978164,828633,1.0921174583365676,0.9751635999003628,-0.542410847134091,0.0310834470748807,34043.09999999964,25756.76999999964,8286.330000000005,BreakoutTrader,"{'L': 10, 'T': 1.5, 'SL': 30, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T1.8_SL10_TP20,BreakoutTrader_L15_T1.8_SL10_TP20,0.1,0.2873708798142089,0.6010485909459286,3.871467014237272,1.11720900000017,0.2885751049645128,0.3789503328329294,440311,1.0548705442291988,1.2872191590353386,-0.7445764385365055,0.0253731794118255,15575.20000000032,11172.090000000317,4403.110000000002,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 10, 'TP': 20}",HIGH (>50k)
BreakoutTrader_T1.8_SL10_TP30,BreakoutTrader_L15_T1.8_SL10_TP30,0.1,0.2891212836805559,0.6073704522404678,3.978219709078272,1.128220000000169,0.2835992183703625,0.3789406741164713,440280,1.055422212310176,1.2877631263486005,-0.7444711819777653,0.0256250567820486,15685.000000000326,11282.200000000325,4402.800000000003,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 10, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T1.8_SL10_TP40,BreakoutTrader_L15_T1.8_SL10_TP40,0.1,0.2903490037582505,0.6121663472612097,4.050771968720144,1.1367150000001616,0.2806168821098341,0.378942706263131,440275,1.055844301441077,1.288175486546913,-0.7444182916660576,0.0258182953835677,15769.900000000318,11367.150000000314,4402.750000000003,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 10, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T1.8_SL10_TP50,BreakoutTrader_L15_T1.8_SL10_TP50,0.1,0.2903585794932459,0.6121831156661249,4.042796913559346,1.1363390000001636,0.2810774382925191,0.3789416064196824,440271,1.055829811929317,1.2880813608492148,-0.7443706342298329,0.0258099897563099,15766.10000000033,11363.390000000329,4402.710000000003,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 10, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T1.8_SL15_TP30,BreakoutTrader_L15_T1.8_SL15_TP30,0.1,0.2929043938965223,0.615691637032024,4.18233948120513,1.1430910000001568,0.2733137769272565,0.3789587492816728,440259,1.0561902991804308,1.2878386478062842,-0.7440305538386145,0.0259640575206873,15833.500000000324,11430.91000000032,4402.590000000003,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 15, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T1.8_SL15_TP40,BreakoutTrader_L15_T1.8_SL15_TP40,0.1,0.2941198176561748,0.6204931622635553,4.25990405392712,1.151586000000152,0.2703314406667277,0.3789607817305465,440254,1.0566127365949325,1.288251008457258,-0.7439776530183059,0.0261573091896959,15918.400000000316,11515.860000000312,4402.540000000003,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 15, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T1.8_SL15_TP50,BreakoutTrader_L15_T1.8_SL15_TP50,0.1,0.2941307492702212,0.6205130600502666,4.251270397183648,1.1512100000001542,0.2707919968494123,0.3789596819988642,440250,1.0565982922429809,1.2881568836648971,-0.7439299886984164,0.0261490062464516,15914.600000000324,11512.10000000032,4402.500000000004,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 15, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T1.8_SL20_TP30,BreakoutTrader_L15_T1.8_SL20_TP30,0.1,0.2916434135123855,0.6102177572341994,4.160513814249163,1.139081000000158,0.2737837322157107,0.3789587492816728,440259,1.0559821467493928,1.2878386478062842,-0.7441772151898739,0.0258729747716692,15793.400000000323,11390.81000000032,4402.590000000003,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 20, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T1.8_SL20_TP40,BreakoutTrader_L15_T1.8_SL20_TP40,0.1,0.2928627331730195,0.6149901665096194,4.237703413427316,1.1475760000001551,0.2708013959551815,0.3789607817305465,440254,1.0564044830607315,1.288251008457258,-0.7441243165151878,0.0260662254062437,15878.300000000316,11475.760000000311,4402.540000000003,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 20, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T1.8_SL20_TP50,BreakoutTrader_L15_T1.8_SL20_TP50,0.1,0.2928731167378086,0.6150068336212682,4.229122407174529,1.147200000000155,0.2712619521378663,0.3789596819988642,440250,1.0563900266923625,1.2881568836648971,-0.7440766532681332,0.0260579216354351,15874.500000000324,11472.00000000032,4402.500000000004,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 20, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T1.8_SL30_TP50,BreakoutTrader_L15_T1.8_SL30_TP50,0.1,0.2907990599492197,0.6045060389395313,4.191962496582221,1.141060000000157,0.2722018627147745,0.3789596819988642,440250,1.056071295350314,1.2881568836648971,-0.7443012219609167,0.0259184554230557,15813.100000000324,11410.60000000032,4402.500000000004,BreakoutTrader,"{'L': 15, 'T': 1.8, 'SL': 30, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T2.0_SL10_TP20,BreakoutTrader_L30_T2.0_SL10_TP20,0.1,0.1765956957468581,0.4230579975253766,2.1774298972082025,0.4822090000000098,0.2214578759198059,0.3748616422361219,230381,1.0327809887410082,1.759153900487488,-1.0213873073184272,0.020930936144908,7125.900000000044,4822.090000000043,2303.8100000000013,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 10, 'TP': 20}",HIGH (>50k)
BreakoutTrader_T2.0_SL10_TP30,BreakoutTrader_L30_T2.0_SL10_TP30,0.1,0.1800415840419924,0.4339894790761779,2.263743750693094,0.4942110000000128,0.2183157876631131,0.374829048882251,230329,1.0336101130048592,1.7604241666087512,-1.0211628876002632,0.0214567423120841,7245.4000000000415,4942.110000000041,2303.290000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 10, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T2.0_SL10_TP40,BreakoutTrader_L30_T2.0_SL10_TP40,0.1,0.1815910856905603,0.4393296639031925,2.317616369829444,0.5001190000000135,0.2157902431612605,0.3748290429444124,230321,1.0340163552530186,1.7609467051233036,-1.0210646572678648,0.0217139991576976,7304.400000000043,5001.190000000042,2303.210000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 10, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T2.0_SL10_TP50,BreakoutTrader_L30_T2.0_SL10_TP50,0.1,0.1818578912839112,0.4406467525232189,2.3248632546824606,0.5014140000000139,0.2156746204277288,0.3748241546397124,230316,1.03410717871445,1.7610209897136495,-1.0209967497291432,0.0217706976501852,7317.300000000047,5014.140000000047,2303.1600000000008,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 10, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T2.0_SL15_TP30,BreakoutTrader_L30_T2.0_SL15_TP30,0.1,0.1840713591892382,0.442389108273944,2.4404188843761574,0.505442000000018,0.2071128047877009,0.3748632266356357,230308,1.0343988935556372,1.760487872680519,-1.0205699640212806,0.0219463501050769,7357.500000000036,5054.420000000036,2303.080000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 15, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T2.0_SL15_TP40,BreakoutTrader_L30_T2.0_SL15_TP40,0.1,0.185688713559518,0.4480038964004401,2.5004489491929807,0.5115600000000196,0.204587260285848,0.3748632218844985,230300,1.034820326069252,1.7610104134088558,-1.0204571122950072,0.022212765957447,7418.600000000037,5115.600000000036,2303.000000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 15, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T2.0_SL15_TP50,BreakoutTrader_L30_T2.0_SL15_TP50,0.1,0.1859697244703664,0.4493813075579512,2.508538622471701,0.5129250000000204,0.2044716375523163,0.3748583338761154,230295,1.034916046623346,1.7610928088221658,-1.020389186410774,0.0222725200286587,7432.200000000038,5129.250000000036,2302.950000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 15, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T2.0_SL20_TP30,BreakoutTrader_L30_T2.0_SL20_TP30,0.1,0.1820841391213232,0.4341850089785585,2.409896001813275,0.5005020000000153,0.2076861406564529,0.3748632266356357,230308,1.0340512436172036,1.760487872680519,-1.0209130815286085,0.0217318547336612,7308.100000000035,5005.020000000034,2303.080000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 20, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T2.0_SL20_TP40,BreakoutTrader_L30_T2.0_SL20_TP40,0.1,0.1837069593230395,0.439743176078323,2.469382569049729,0.5066200000000197,0.2051605961545998,0.3748632218844985,230300,1.0344724839669472,1.7610104134088558,-1.0208002417187028,0.0219982631350413,7369.200000000037,5066.200000000036,2303.000000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 20, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T2.0_SL20_TP50,BreakoutTrader_L30_T2.0_SL20_TP50,0.1,0.1839901831097372,0.4411035777828685,2.4774321044040044,0.5079850000000199,0.2050449734210681,0.3748583338761154,230295,1.0345681443646446,1.7610928088221658,-1.0207323206012482,0.0220580125491217,7382.800000000037,5079.850000000037,2302.950000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 20, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T2.0_SL30_TP50,BreakoutTrader_L30_T2.0_SL30_TP50,0.1,0.181539717431304,0.4294267648416832,2.4373480601959967,0.5020950000000194,0.2060005332023215,0.3748583338761154,230295,1.0341536434056111,1.7610928088221658,-1.0211414421360443,0.021802253631212,7323.900000000037,5020.950000000035,2302.950000000001,BreakoutTrader,"{'L': 30, 'T': 2.0, 'SL': 30, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T2.5_SL10_TP20,BreakoutTrader_L50_T2.5_SL10_TP20,0.1,-0.0782807280123564,-0.1611212565838236,-0.6368192825016699,-0.1162780000000255,0.1825918328717074,0.3900287181752913,72428,0.9858985163232784,2.877808417997093,-1.8664521605287612,-0.0160542883967562,-438.500000000258,-1162.7800000002585,724.2800000000003,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 10, 'TP': 20}",HIGH (>50k)
BreakoutTrader_T2.5_SL10_TP30,BreakoutTrader_L50_T2.5_SL10_TP30,0.1,-0.0643262527634343,-0.1339543222584933,-0.5470949563699566,-0.0961490000000247,0.1757446287532704,0.3899943306738201,72319,0.9883021946235736,2.880178698057009,-1.8631769239487737,-0.0132951229967266,-238.3000000002545,-961.4900000002548,723.1900000000003,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 10, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T2.5_SL10_TP40,BreakoutTrader_L50_T2.5_SL10_TP40,0.1,-0.0656156342943419,-0.1372059371495352,-0.5598855530010894,-0.0984500000000242,0.1758395076856584,0.3899585062240664,72300,0.9880194210721376,2.8796963893026843,-1.8631174896839464,-0.0136168741355497,-261.50000000025227,-984.5000000002524,723.0000000000002,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 10, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T2.5_SL10_TP50,BreakoutTrader_L50_T2.5_SL10_TP50,0.1,-0.0609873948413545,-0.1281020351733122,-0.5214566606301505,-0.0919040000000242,0.1762447523231625,0.3899493733919827,72294,0.9888145564604778,2.88194423752261,-1.8630009296419776,-0.01271253492683,-196.10000000024985,-919.04000000025,722.9400000000003,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 10, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T2.5_SL15_TP30,BreakoutTrader_L50_T2.5_SL15_TP30,0.1,-0.0581679456536821,-0.1188332696520519,-0.5157429101085831,-0.0871480000000236,0.1689756626643218,0.3901645247064037,72208,0.9893752983122582,2.880505093529261,-1.8626989894402208,-0.0120690228229591,-149.40000000024406,-871.4800000002442,722.0800000000002,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 15, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T2.5_SL15_TP40,BreakoutTrader_L50_T2.5_SL15_TP40,0.1,-0.0608837734482763,-0.1247898990870599,-0.5413846650005956,-0.0915290000000237,0.1690646335538947,0.3901286899666154,72189,0.9888392280119508,2.8794613499982207,-1.8627529187298448,-0.0126790785299732,-193.4000000002418,-915.290000000242,721.8900000000002,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 15, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T2.5_SL15_TP50,BreakoutTrader_L50_T2.5_SL15_TP50,0.1,-0.0562858611174135,-0.1158818273219827,-0.5014625649863449,-0.0849830000000234,0.1694702774121087,0.3901195572364684,72183,0.9896360716366288,2.8817116477272684,-1.8626361220271253,-0.0117732707147149,-128.00000000023988,-849.83000000024,721.8300000000002,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 15, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T2.5_SL20_TP30,BreakoutTrader_L50_T2.5_SL20_TP30,0.1,-0.0616517179725754,-0.1247826959220657,-0.5453111229217618,-0.0924920000000243,0.1696132650008216,0.3901401817375886,72192,0.9887261343617256,2.880033729806493,-1.8634263065845995,-0.0128119459219895,-203.00000000024937,-924.9200000002496,721.9200000000002,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 20, 'TP': 30}",HIGH (>50k)
BreakoutTrader_T2.5_SL20_TP40,BreakoutTrader_L50_T2.5_SL20_TP40,0.1,-0.0640070523905035,-0.1300392136719144,-0.5677100763570491,-0.0963420000000243,0.1697028184143628,0.3900958820595244,72172,0.9882537374139316,2.879017546352201,-1.8633122813394556,-0.0133489441888861,-241.70000000024976,-963.42000000025,721.7200000000001,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 20, 'TP': 40}",HIGH (>50k)
BreakoutTrader_T2.5_SL20_TP50,BreakoutTrader_L50_T2.5_SL20_TP50,0.1,-0.0600702265716291,-0.122455849740529,-0.5339355676426045,-0.0908270000000242,0.1701085402514714,0.3900951958651461,72167,0.9889263657638656,2.8812404092071566,-1.863477223673751,-0.0125856693502606,-186.60000000024556,-908.2700000002458,721.6700000000002,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 20, 'TP': 50}",HIGH (>50k)
BreakoutTrader_T2.5_SL30_TP50,BreakoutTrader_L50_T2.5_SL30_TP50,0.1,-0.0643401040080907,-0.1299915569061259,-0.5668232479540901,-0.0974120000000242,0.1718560421641601,0.3900667941575899,72162,0.9881287310981832,2.8805890294159404,-1.864337256327536,-0.0134990715334974,-252.50000000024815,-974.1200000002484,721.6200000000001,BreakoutTrader,"{'L': 50, 'T': 2.5, 'SL': 30, 'TP': 50}",HIGH (>50k)
MeanReverterV2_T0.5_SL20_TP30_RSI20-65,MeanReverterV2_L15_T0.5_SL20_TP30_RSI20-65,0.01,-0.8955856036871375,-0.9503945902589008,-0.9844616491316908,-0.1340407999999637,0.1361564466408515,0.5595731741029468,72348,0.8252650795310318,0.1563750123505583,-0.2407448531257839,-0.0185272295018518,-1268.0599999999768,-1340.4079999999767,72.34800000000001,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.5, 'SL': 20, 'TP': 30, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T0.5_SL20_TP40_RSI20-65,MeanReverterV2_L15_T0.5_SL20_TP40_RSI20-65,0.01,-0.8848220558080403,-0.9432688547958566,-0.9836078989950058,-0.1329913999999646,0.1352077389128814,0.5595764679862877,72344,0.8265857800011033,0.1565902870411541,-0.2406943066976328,-0.0183831969479151,-1257.5699999999763,-1329.9139999999766,72.34400000000001,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.5, 'SL': 20, 'TP': 40, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T0.5_SL20_TP50_RSI20-65,MeanReverterV2_L15_T0.5_SL20_TP50_RSI20-65,0.01,-0.8795994567916555,-0.9408067036633996,-0.9833365806914814,-0.1326389999999646,0.1348866731945363,0.5595659386231684,72340,0.8270394058164203,0.1566825020380939,-0.2406936693763528,-0.0183354990323468,-1254.0499999999763,-1326.3899999999765,72.34,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.5, 'SL': 20, 'TP': 50, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T0.5_SL30_TP50_RSI20-65,MeanReverterV2_L15_T0.5_SL30_TP50_RSI20-65,0.01,-0.8780224576272792,-0.9198519313742568,-0.9833704542473882,-0.1329023999999648,0.1351498811317045,0.5597526139168538,72114,0.8254985019927505,0.1557522172125056,-0.2398928436436934,-0.0184294866461432,-1256.9099999999748,-1329.0239999999749,72.114,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.5, 'SL': 30, 'TP': 50, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T0.8_SL15_TP50_RSI20-65,MeanReverterV2_L15_T0.8_SL15_TP50_RSI20-65,0.01,-0.8490733883077054,-0.9310730058347984,-0.9809490369088912,-0.1263621999999732,0.1288162740830638,0.5604791092616543,71132,0.8348844119538709,0.1602621651449786,-0.2447848643807567,-0.0177644660630936,-1192.4899999999743,-1263.6219999999744,71.132,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.8, 'SL': 15, 'TP': 50, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T0.8_SL20_TP30_RSI20-65,MeanReverterV2_L15_T0.8_SL20_TP30_RSI20-65,0.01,-0.866485032338185,-0.9198987948651016,-0.982174418696832,-0.1278826999999748,0.1302036558533586,0.5608219992357445,70657,0.8308488291607946,0.1585179932367637,-0.2436357513454281,-0.0180990843087023,-1208.169999999981,-1278.826999999981,70.65700000000001,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.8, 'SL': 20, 'TP': 30, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T0.8_SL20_TP40_RSI20-65,MeanReverterV2_L15_T0.8_SL20_TP40_RSI20-65,0.01,-0.8559276146589807,-0.9130155993687524,-0.9812717289612816,-0.126884399999975,0.1293060793000605,0.5608175050244856,70654,0.8321339600749891,0.1587377851806986,-0.243592330003222,-0.0179585586095617,-1198.1899999999805,-1268.8439999999805,70.65400000000001,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.8, 'SL': 20, 'TP': 40, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T0.8_SL20_TP50_RSI20-65,MeanReverterV2_L15_T0.8_SL20_TP50_RSI20-65,0.01,-0.849944985603673,-0.9096134035456532,-0.980973130440428,-0.1264742999999749,0.1289273845280469,0.5608112889756981,70653,0.8327150247142705,0.1588892057643288,-0.2436484047695771,-0.0179007685448597,-1194.089999999981,-1264.742999999981,70.653,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.8, 'SL': 20, 'TP': 50, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T0.8_SL30_TP50_RSI20-65,MeanReverterV2_L15_T0.8_SL30_TP50_RSI20-65,0.1,-0.8494723155096516,-0.8900675229938557,-0.9881329525489702,-1.2679529999999075,1.2831805646488348,0.5610098973346775,70423,0.8310476168902704,1.578627619722588,-2.427557819828556,-0.1800481376822885,-11975.299999999796,-12679.529999999795,704.2300000000002,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 0.8, 'SL': 30, 'TP': 50, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T1.0_SL20_TP30_RSI20-65,MeanReverterV2_L15_T1.0_SL20_TP30_RSI20-65,0.01,-0.8648424717377627,-0.9193804482779718,-0.9816523592363414,-0.1257182999999799,0.128068046510661,0.560200107929933,68563,0.8313561818480334,0.1613549168163708,-0.2472197386748025,-0.018336172571212,-1188.6200000000133,-1257.1830000000134,68.563,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 1.0, 'SL': 20, 'TP': 30, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T1.0_SL20_TP40_RSI20-65,MeanReverterV2_L15_T1.0_SL20_TP40_RSI20-65,0.01,-0.8545420869805932,-0.9125094913137728,-0.9807340228318016,-0.1247378999999806,0.1271883070190718,0.5602036202395018,68559,0.8326268315218586,0.1615669799776078,-0.2471704032899972,-0.0181942414562641,-1178.8200000000134,-1247.379000000013,68.55900000000001,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 1.0, 'SL': 20, 'TP': 40, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T1.0_SL20_TP50_RSI20-65,MeanReverterV2_L15_T1.0_SL20_TP50_RSI20-65,0.1,-0.8484433979762037,-0.9090453921773466,-0.9870486553992528,-1.2432579999999538,1.2595711398817178,0.5601972052860352,68558,0.8332187257442611,1.6172379315731875,-2.472281109047492,-0.1813439715277591,-11747.000000000136,-12432.580000000136,685.5800000000002,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 1.0, 'SL': 20, 'TP': 50, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T1.0_SL30_TP50_RSI20-65,MeanReverterV2_L15_T1.0_SL30_TP50_RSI20-65,0.01,-0.8489049027143529,-0.8903447138384086,-0.9804958687805292,-0.1247467999999809,0.1272282770096034,0.5603852007961597,68328,0.831366226797221,0.1606171324105507,-0.2462713229908781,-0.0182570542091091,-1179.1400000000117,-1247.4680000000117,68.328,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 1.0, 'SL': 30, 'TP': 50, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T1.2_SL20_TP30_RSI20-65,MeanReverterV2_L15_T1.2_SL20_TP30_RSI20-65,0.01,-0.8570682102360524,-0.9132115882694892,-0.9813329448058822,-0.1220027999999812,0.1243235546566865,0.5600230974957452,65808,0.8330993129321541,0.165243284311065,-0.2524661186709948,-0.0185392049598831,-1154.2199999999934,-1220.0279999999934,65.80800000000002,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 1.2, 'SL': 20, 'TP': 30, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T1.2_SL20_TP40_RSI20-65,MeanReverterV2_L15_T1.2_SL20_TP40_RSI20-65,0.01,-0.8466130535901365,-0.9061248850864436,-0.9803832600706552,-0.1210163999999822,0.1234378481648704,0.5600267460944623,65804,0.8344038154758638,0.1654661348095081,-0.2524151008565896,-0.0183904321925717,-1144.3599999999933,-1210.1639999999934,65.80400000000003,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 1.2, 'SL': 20, 'TP': 40, 'RSI': '20-65'}",HIGH (>50k)
MeanReverterV2_T1.2_SL20_TP50_RSI20-65,MeanReverterV2_L15_T1.2_SL20_TP50_RSI20-65,0.01,-0.8406776294627847,-0.9028014970728424,-0.980071776990294,-0.1206301999999834,0.1230830259906342,0.5600133734536944,65802,0.8349715759771117,0.1656271370420622,-0.2524752003315827,-0.0183322999300931,-1140.4999999999932,-1206.3019999999933,65.80200000000002,MeanReverterV2,"{'V': 2, 'L': 15, 'T': 1.2, 'SL': 20, 'TP': 50, 'RSI': '20-65'}",HIGH (>50k)
