strategy_name,lot_size,sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown,win_rate,n_trades,profit_factor,avg_win,avg_loss,expectancy,gross_pnl,net_pnl,total_commission,template
TrendFollower_L5_T0.5_SL15_TP40,1.0,-0.03530152824832089,-0.0958227931552049,-0.615093368330005,-0.872780000000367,1.4189390504566617,0.3038034228691635,189198,0.992809232932388,20.964580107517506,-9.21469871468811,-0.04613050877918656,10191.999999995627,-8727.800000004376,18919.800000000003,TrendFollower
TrendFollower_L5_T0.5_SL15_TP50,0.01,-0.03456909106054883,-0.094156258366134,-0.28110617953460204,-0.00856530000000821,0.03046998118002556,0.3037955949744441,189193,0.9929422827491917,0.20966010160762732,-0.09213751451976607,-0.0004527281664757077,103.53999999995612,-85.65300000004392,189.19300000000004,TrendFollower
TrendFollower_L5_T0.5_SL15_TP50,0.1,-0.034569091060548375,-0.09415625836613274,-0.3369796144663716,-0.08565300000004863,0.2541785803146744,0.3037955949744441,189193,0.9929422827491913,2.096601016076273,-0.9213751451976608,-0.004527281664757354,1035.399999999561,-856.5300000004397,1891.9300000000007,TrendFollower
TrendFollower_L5_T0.5_SL15_TP50,1.0,-0.03456909106054928,-0.0941562583661352,-0.6042721228290119,-0.856530000000369,1.417457413044913,0.3037955949744441,189193,0.9929422827491912,20.96601016076273,-9.21375145197661,-0.04527281664757421,10353.999999995614,-8565.300000004388,18919.300000000003,TrendFollower
TrendFollower_L5_T0.5_SL20_TP30,0.01,-0.03868515406545868,-0.10394056342059857,-0.30721800454301673,-0.009542700000007244,0.03106165608425815,0.30382048124639965,189217,0.9921420512781209,0.20958429585304741,-0.09218933568158892,-0.0005043257212620222,93.78999999995554,-95.4270000000445,189.21700000000004,TrendFollower
TrendFollower_L5_T0.5_SL20_TP30,0.1,-0.03868515406545821,-0.10394056342059728,-0.3672649556049665,-0.0954270000000477,0.2598314882585471,0.30382048124639965,189217,0.9921420512781203,2.0958429585304734,-0.9218933568158896,-0.0050432572126207775,937.8999999995564,-954.2700000004444,1892.1700000000008,TrendFollower
TrendFollower_L5_T0.5_SL20_TP30,1.0,-0.03868515406545907,-0.10394056342059958,-0.6637670990271033,-0.9542700000003771,1.437657879396357,0.30382048124639965,189217,0.9921420512781205,20.95842958530474,-9.218933568158896,-0.050432572126206665,9378.999999995558,-9542.700000004446,18921.700000000004,TrendFollower
TrendFollower_L5_T0.5_SL20_TP40,0.01,-0.036514745788725586,-0.0984908258953635,-0.2939579026139783,-0.009033500000007553,0.03073059073996125,0.30380295462353657,189195,0.9925587227445222,0.20963467761578328,-0.09216514952511845,-0.00047747033483989954,98.85999999995576,-90.33500000004429,189.19500000000005,TrendFollower
TrendFollower_L5_T0.5_SL20_TP40,0.1,-0.03651474578872511,-0.09849082589536225,-0.3518591694942609,-0.09033500000004878,0.25673623947299806,0.30380295462353657,189195,0.9925587227445216,2.096346776157832,-0.9216514952511847,-0.004774703348399467,988.5999999995577,-903.3500000004431,1891.9500000000007,TrendFollower
TrendFollower_L5_T0.5_SL20_TP40,1.0,-0.036514745788725995,-0.09849082589536463,-0.6341085232022055,-0.9033500000003732,1.424598419586787,0.30380295462353657,189195,0.9925587227445216,20.96346776157832,-9.216514952511847,-0.04774703348399445,9885.99999999557,-9033.50000000443,18919.5,TrendFollower
TrendFollower_L5_T0.5_SL20_TP50,0.01,-0.03569493147550922,-0.09653327094566912,-0.28936129100744234,-0.008851100000007864,0.030588403753632046,0.3037988064971378,189191,0.9927085036702117,0.20966010160762732,-0.0921606119272674,-0.0004678393792518637,100.6799999999557,-88.51100000004433,189.19100000000003,TrendFollower
TrendFollower_L5_T0.5_SL20_TP50,0.1,-0.03569493147550875,-0.09653327094566784,-0.34645232939837023,-0.088511000000049,0.25547814948669056,0.3037988064971378,189191,0.9927085036702114,2.096601016076273,-0.9216061192726743,-0.004678393792518887,1006.7999999995571,-885.1100000004434,1891.9100000000005,TrendFollower
TrendFollower_L5_T0.5_SL20_TP50,1.0,-0.03569493147550962,-0.09653327094567017,-0.6226567087196994,-0.8851100000003711,1.4215056026945019,0.3037988064971378,189191,0.992708503670211,20.96601016076273,-9.216061192726745,-0.04678393792519042,10067.999999995565,-8851.100000004437,18919.100000000002,TrendFollower
TrendFollower_L5_T0.5_SL30_TP50,0.01,-0.03765390556433294,-0.1004464509393443,-0.3036756206699591,-0.009351100000007318,0.030793054705469048,0.3037988064971378,189191,0.9922997776256182,0.20966010160762732,-0.09219857267585337,-0.0004942676977236632,95.6799999999557,-93.51100000004433,189.19100000000003,TrendFollower
TrendFollower_L5_T0.5_SL30_TP50,0.1,-0.03765390556433246,-0.10044645093934303,-0.3628062797739238,-0.09351100000004826,0.25774360922947076,0.3037988064971378,189191,0.9922997776256177,2.096601016076273,-0.921985726758534,-0.004942676977237048,956.7999999995571,-935.1100000004434,1891.9100000000005,TrendFollower
TrendFollower_L5_T0.5_SL30_TP50,1.0,-0.03765390556433333,-0.10044645093934536,-0.6541051367991967,-0.9351100000003777,1.4296019819936783,0.3037988064971378,189191,0.9922997776256175,20.96601016076273,-9.219857267585342,-0.04942676977237248,9567.999999995563,-9351.100000004439,18919.100000000002,TrendFollower
TrendFollower_L5_T1.0_SL10_TP20,0.01,-0.10076325760599143,-0.2824404931862309,-0.6569779395306473,-0.019115800000001765,0.029096562989098712,0.33262391632933164,115118,0.9815605000093106,0.2657441435324233,-0.1349365066968644,-0.0016605396202156036,-76.03999999998425,-191.1579999999843,115.11800000000005,TrendFollower
TrendFollower_L5_T1.0_SL10_TP20,0.1,-0.10076325760599139,-0.28244049318623077,-0.7167496644451054,-0.19115799999998725,0.26670120612889064,0.33262391632933164,115118,0.9815605000093104,2.657441435324233,-1.3493650669686441,-0.016605396202156286,-760.3999999998427,-1911.5799999998433,1151.1800000000005,TrendFollower
TrendFollower_L5_T1.0_SL10_TP20,1.0,-0.1007632576059922,-0.282440493186233,-1.3144669135902647,-1.9115799999998195,1.4542625457027534,0.33262391632933164,115118,0.9815605000093102,26.57441435324233,-13.493650669686444,-0.16605396202156264,-7603.999999998421,-19115.799999998424,11511.800000000001,TrendFollower
TrendFollower_L5_T1.0_SL10_TP30,0.01,-0.09499209209223254,-0.26960673288482073,-0.6335912798237282,-0.01814440000000177,0.02863738908314795,0.33247516829891977,114974,0.9824578704262318,0.2658369696018422,-0.1347700005211863,-0.001578130707812056,-66.46999999998484,-181.4439999999849,114.97400000000005,TrendFollower
TrendFollower_L5_T1.0_SL10_TP30,0.1,-0.09499209209223243,-0.26960673288482045,-0.6941533112130686,-0.18144399999998723,0.26138894257077666,0.33247516829891977,114974,0.982457870426232,2.658369696018422,-1.3477000052118626,-0.015781307078120532,-664.6999999998484,-1814.4399999998489,1149.7400000000005,TrendFollower
TrendFollower_L5_T1.0_SL10_TP30,1.0,-0.09499209209223329,-0.2696067328848229,-1.2780524347509576,-1.8144399999998353,1.419691360592258,0.33247516829891977,114974,0.9824578704262319,26.58369696018422,-13.477000052118628,-0.15781307078120754,-6646.999999998483,-18144.399999998484,11497.400000000001,TrendFollower
TrendFollower_L5_T1.0_SL10_TP40,0.01,-0.09118402714140289,-0.26049753247321666,-0.6181819039008374,-0.0174896000000017,0.028291996076946324,0.3323995615332417,114946,0.9830813339217457,0.2659799518425467,-0.13471106883160888,-0.001521549249212481,-59.94999999998378,-174.89599999998381,114.94600000000004,TrendFollower
TrendFollower_L5_T1.0_SL10_TP40,0.1,-0.09118402714140283,-0.26049753247321644,-0.6789838306845721,-0.1748959999999859,0.25758492632092644,0.3323995615332417,114946,0.9830813339217451,2.6597995184254657,-1.347110688316089,-0.015215492492125504,-599.4999999998377,-1748.9599999998381,1149.4600000000005,TrendFollower
TrendFollower_L5_T1.0_SL10_TP40,1.0,-0.0911840271414036,-0.26049753247321866,-1.254318032552075,-1.7489599999998253,1.3943513165009165,0.3323995615332417,114946,0.9830813339217453,26.597995184254668,-13.47110688316089,-0.15215492492125193,-5994.999999998387,-17489.59999999839,11494.600000000002,TrendFollower
TrendFollower_L5_T1.0_SL10_TP50,0.01,-0.08945474470324323,-0.2565337264282925,-0.6115627106747019,-0.01720980000000163,0.028140695466888507,0.33238789608310565,114938,0.9833492554099119,0.2660364359752911,-0.13469588448406186,-0.0014973115940766502,-57.15999999998402,-172.09799999998407,114.93800000000005,TrendFollower
TrendFollower_L5_T1.0_SL10_TP50,0.1,-0.08945474470324316,-0.25653372642829236,-0.6724161759180162,-0.17209799999998648,0.2559397084179745,0.33238789608310565,114938,0.9833492554099117,2.6603643597529105,-1.3469588448406187,-0.014973115940766668,-571.5999999998405,-1720.979999999841,1149.3800000000006,TrendFollower
TrendFollower_L5_T1.0_SL10_TP50,1.0,-0.08945474470324392,-0.2565337264282945,-1.2435478398604694,-1.7209799999998296,1.383927457260454,0.33238789608310565,114938,0.9833492554099117,26.603643597529107,-13.469588448406187,-0.14973115940766668,-5715.999999998406,-17209.799999998406,11493.800000000001,TrendFollower
TrendFollower_L5_T1.0_SL15_TP30,0.01,-0.061952481440228094,-0.18005664486907674,-0.4085074410846577,-0.011791600000000471,0.028865080079549445,0.3326747667455786,114896,0.988528280858071,0.2658327970070382,-0.1340607906303393,-0.0010262846400221348,-3.01999999998457,-117.91599999998462,114.89600000000004,TrendFollower
TrendFollower_L5_T1.0_SL15_TP30,0.1,-0.06195248144022804,-0.18005664486907658,-0.4717876547022941,-0.11791599999998398,0.2499344754461431,0.3326747667455786,114896,0.9885282808580709,2.6583279700703817,-1.3406079063033929,-0.01026284640022146,-30.199999999844806,-1179.1599999998452,1148.9600000000005,TrendFollower
TrendFollower_L5_T1.0_SL15_TP30,1.0,-0.06195248144022878,-0.18005664486907874,-1.1045897908792326,-1.1791599999998559,1.0675094136632086,0.3326747667455786,114896,0.9885282808580708,26.583279700703816,-13.40607906303393,-0.10262846400221548,-301.9999999984493,-11791.599999998452,11489.600000000002,TrendFollower
TrendFollower_L5_T1.0_SL15_TP40,0.01,-0.058204464921644244,-0.17001536123328873,-0.3901543795748566,-0.011127100000000063,0.02851973624421451,0.33262529271965946,114871,0.9891699382691073,0.265984480096313,-0.13402040124181477,-0.0009686604974273871,3.6000000000164363,-111.2709999999836,114.87100000000004,TrendFollower
TrendFollower_L5_T1.0_SL15_TP40,0.1,-0.0582044649216441,-0.1700153612332883,-0.4516843477594026,-0.11127099999998281,0.24634681399067035,0.33262529271965946,114871,0.9891699382691074,2.6598448009631293,-1.3402040124181476,-0.009686604974273982,36.00000000016428,-1112.7099999998363,1148.7100000000005,TrendFollower
TrendFollower_L5_T1.0_SL15_TP40,1.0,-0.058204464921644904,-0.17001536123329064,-1.0669840296054023,-1.1127099999998524,1.0428553465897337,0.33262529271965946,114871,0.9891699382691072,26.598448009631294,-13.402040124181477,-0.09686604974274005,360.00000000164164,-11127.099999998361,11487.100000000002,TrendFollower
TrendFollower_L5_T1.0_SL15_TP50,0.01,-0.05661045199860299,-0.16613470862025753,-0.38260307189977477,-0.010854300000000148,0.028369610170938458,0.3326049293506177,114863,0.9894332827208008,0.2660353889645069,-0.1339980824169374,-0.0009449779302297678,6.320000000016222,-108.54299999998382,114.86300000000004,TrendFollower
TrendFollower_L5_T1.0_SL15_TP50,0.1,-0.05661045199860291,-0.16613470862025725,-0.443352588446282,-0.10854299999998275,0.2448232012817811,0.3326049293506177,114863,0.9894332827208008,2.660353889645069,-1.3399808241693738,-0.009449779302297623,63.20000000016205,-1085.4299999998384,1148.6300000000006,TrendFollower
TrendFollower_L5_T1.0_SL15_TP50,1.0,-0.05661045199860368,-0.1661347086202595,-1.0508477539119085,-1.0854299999998507,1.0329089023212026,0.3326049293506177,114863,0.9894332827208006,26.603538896450683,-13.399808241693739,-0.09449779302297934,632.0000000016244,-10854.299999998379,11486.300000000003,TrendFollower
TrendFollower_L5_T1.0_SL20_TP30,0.01,-0.06383980921933623,-0.1838060474647037,-0.4181295536338056,-0.012161500000000706,0.029085482942570587,0.33267766221332523,114895,0.9881726716992761,0.2658327970070382,-0.13411078359766282,-0.0010584881848642869,-6.719999999984772,-121.61499999998483,114.89500000000005,TrendFollower
TrendFollower_L5_T1.0_SL20_TP30,0.1,-0.06383980921933609,-0.18380604746470333,-0.4823549979891952,-0.12161499999998468,0.25212758343328884,0.33267766221332523,114895,0.9881726716992758,2.6583279700703817,-1.3411078359766282,-0.010584881848642924,-67.19999999984668,-1216.1499999998473,1148.9500000000007,TrendFollower
TrendFollower_L5_T1.0_SL20_TP30,1.0,-0.06383980921933692,-0.18380604746470575,-1.1246094415436592,-1.2161499999998573,1.0813976435504116,0.33267766221332523,114895,0.9881726716992758,26.583279700703816,-13.411078359766282,-0.10584881848643057,-671.9999999984739,-12161.499999998474,11489.5,TrendFollower
TrendFollower_L5_T1.0_SL20_TP40,0.01,-0.060195013509044604,-0.17426520092234282,-0.400719116962035,-0.011516899999999986,0.028740580402833945,0.3326223785355492,114869,0.9887942729548904,0.2659789049413741,-0.13406674841183916,-0.0010026116706855631,-0.2999999999837968,-115.16899999998385,114.86900000000006,TrendFollower
TrendFollower_L5_T1.0_SL20_TP40,0.1,-0.06019501350904446,-0.17426520092234238,-0.4633236627906272,-0.11516899999998313,0.24857137515125624,0.3326223785355492,114869,0.9887942729548901,2.6597890494137406,-1.3406674841183919,-0.010026116706855825,-2.99999999983811,-1151.6899999998386,1148.6900000000005,TrendFollower
TrendFollower_L5_T1.0_SL20_TP40,1.0,-0.06019501350904526,-0.1742652009223447,-1.089369121077038,-1.1516899999998544,1.0572082297148289,0.3326223785355492,114869,0.9887942729548902,26.597890494137413,-13.40667484118392,-0.10026116706855781,-29.99999999837837,-11516.899999998379,11486.900000000001,TrendFollower
TrendFollower_L5_T1.0_SL20_TP50,0.01,-0.05848902047878399,-0.17003209823388588,-0.3925939646654812,-0.011224200000000201,0.02858984347750746,0.3326078250422246,114862,0.9890771164802022,0.2660353889645069,-0.1340480836964179,-0.0009771900193273758,2.620000000016013,-112.24199999998405,114.86200000000005,TrendFollower
TrendFollower_L5_T1.0_SL20_TP50,0.1,-0.0584890204787839,-0.17003209823388557,-0.45441828853222016,-0.11224199999998309,0.24700150243188257,0.3326078250422246,114862,0.9890771164802022,2.660353889645069,-1.340480836964179,-0.009771900193273675,26.200000000160003,-1122.4199999998405,1148.6200000000006,TrendFollower
TrendFollower_L5_T1.0_SL20_TP50,1.0,-0.058489020478784695,-0.17003209823388787,-1.0726615272001625,-1.1224199999998559,1.0463878600452576,0.3326078250422246,114862,0.9890771164802019,26.603538896450683,-13.404808369641792,-0.09771900193274163,262.00000000160435,-11224.199999998398,11486.200000000003,TrendFollower
TrendFollower_L5_T1.0_SL30_TP50,0.01,-0.06104565883876956,-0.17449004280817573,-0.40735077790366736,-0.011733200000000034,0.028803676429396113,0.3326078250422246,114862,0.9885874337658374,0.2660353889645069,-0.1341144825067182,-0.001021504065748302,-2.469999999983912,-117.33199999998396,114.86200000000005,TrendFollower
TrendFollower_L5_T1.0_SL30_TP50,0.1,-0.06104565883876946,-0.17449004280817548,-0.47043694513440404,-0.11733199999998306,0.24941068343699335,0.3326078250422246,114862,0.9885874337658374,2.660353889645069,-1.3411448250671818,-0.01021504065748291,-24.699999999839235,-1173.3199999998399,1148.6200000000006,TrendFollower
TrendFollower_L5_T1.0_SL30_TP50,1.0,-0.06104565883877023,-0.1744900428081777,-1.1012986174422525,-1.1733199999998525,1.0653967792358339,0.3326078250422246,114862,0.988587433765837,26.603538896450683,-13.411448250671821,-0.10215040657483421,-246.99999999838838,-11733.199999998391,11486.200000000003,TrendFollower
TrendFollower_L5_T1.5_SL10_TP20,0.01,-0.03058010590045632,-0.08734474442476911,-0.25153487150526627,-0.00492110000000448,0.019564285343638525,0.3523111812968262,84221,0.9945524842148644,0.3027921272580207,-0.1656063172560454,-0.0005843079516988786,35.009999999965785,-49.21100000003423,84.22100000000002,TrendFollower
TrendFollower_L5_T1.5_SL10_TP20,0.1,-0.030580105900456088,-0.08734474442476847,-0.2820493342646648,-0.049211000000033166,0.1744765685348343,0.3523111812968262,84221,0.994552484214864,3.027921272580207,-1.6560631725604549,-0.005843079516989036,350.0999999996574,-492.11000000034284,842.2100000000003,TrendFollower
TrendFollower_L5_T1.5_SL10_TP20,1.0,-0.030580105900456976,-0.087344744424771,-0.5443966085144749,-0.4921100000003736,0.9039549334137502,0.3523111812968262,84221,0.9945524842148643,30.279212725802072,-16.560631725604548,-0.05843079516989036,3500.999999996572,-4921.100000003426,8422.099999999999,TrendFollower
TrendFollower_L5_T1.5_SL10_TP30,0.01,-0.02286507031156966,-0.06617331836421313,-0.19345911361715087,-0.0037035000000047147,0.019143579905642583,0.3521565827830329,84045,0.9958876720992814,0.303031151805926,-0.16540273288275092,-0.0004406567910051895,47.0099999999665,-37.03500000003351,84.04500000000002,TrendFollower
TrendFollower_L5_T1.5_SL10_TP30,0.1,-0.022865070311569386,-0.06617331836421234,-0.21797682911897895,-0.03703500000003242,0.16990337986712106,0.3521565827830329,84045,0.9958876720992809,3.030311518059259,-1.6540273288275096,-0.00440656791005245,470.09999999966465,-370.3500000003356,840.4500000000003,TrendFollower
TrendFollower_L5_T1.5_SL10_TP30,1.0,-0.022865070311570326,-0.06617331836421507,-0.4230317087776318,-0.3703500000003687,0.8754662884976421,0.3521565827830329,84045,0.9958876720992812,30.3031151805926,-16.540273288275095,-0.04406567910051962,4700.999999996648,-3703.5000000033524,8404.5,TrendFollower
TrendFollower_L5_T1.5_SL10_TP40,0.01,-0.01802024345116662,-0.052529702337824044,-0.1557095760345218,-0.0029316000000046186,0.01882735843654641,0.35205199009712435,84016,0.9967423582765804,0.3032602610048006,-0.16531004078033762,-0.0003489335364695728,54.69999999996636,-29.31600000003366,84.01600000000002,TrendFollower
TrendFollower_L5_T1.5_SL10_TP40,0.1,-0.018020243451166366,-0.052529702337823295,-0.1758798858149685,-0.029316000000032,0.1666819367330805,0.35205199009712435,84016,0.9967423582765794,3.032602610048005,-1.6531004078033773,-0.003489335364696755,546.9999999996642,-293.16000000033614,840.1600000000003,TrendFollower
TrendFollower_L5_T1.5_SL10_TP40,1.0,-0.018020243451167275,-0.05252970233782595,-0.3439385656340777,-0.2931600000003697,0.852361524099242,0.35205199009712435,84016,0.9967423582765798,30.326026100480053,-16.53100407803377,-0.03489335364696444,5469.9999999966385,-2931.60000000336,8401.599999999999,TrendFollower
TrendFollower_L5_T1.5_SL10_TP50,0.01,-0.01625219110597207,-0.04757002026642334,-0.14174299899766254,-0.0026528000000047543,0.018715562805669866,0.35203790115227124,84008,0.9970516464234063,0.30334198958544634,-0.16529308887827499,-0.0003157794495766003,57.479999999966296,-26.528000000033714,84.00800000000001,TrendFollower
TrendFollower_L5_T1.5_SL10_TP50,0.1,-0.01625219110597177,-0.04757002026642247,-0.16025824727259674,-0.026528000000032262,0.1655328225006015,0.35203790115227124,84008,0.9970516464234058,3.0334198958544634,-1.6529308887827505,-0.003157794495766364,574.7999999996632,-265.28000000033705,840.0800000000003,TrendFollower
TrendFollower_L5_T1.5_SL10_TP50,1.0,-0.016252191105972674,-0.047570020266425116,-0.31470292710057707,-0.2652800000003707,0.8429537101686662,0.35203790115227124,84008,0.997051646423406,30.334198958544636,-16.529308887827504,-0.03157794495766275,5747.99999999663,-2652.800000003369,8400.8,TrendFollower
TrendFollower_L5_T1.5_SL15_TP30,0.01,0.02588172868127188,0.07731404020113898,0.2168673197720977,0.0041718999999942755,0.019237107759612914,0.35251515765148717,83951,1.0046739541916831,0.30301973372980984,-0.16420786651213312,0.0004969446462814026,125.66999999996611,41.71899999996609,83.95100000000002,TrendFollower
TrendFollower_L5_T1.5_SL15_TP30,0.1,0.02588172868127211,0.0773140402011397,0.2597056958937499,0.041718999999964035,0.16063952643161125,0.35251515765148717,83951,1.0046739541916825,3.030197337298098,-1.6420786651213322,0.004969446462813387,1256.699999999661,417.1899999996607,839.5100000000003,TrendFollower
TrendFollower_L5_T1.5_SL15_TP30,1.0,0.025881728681271223,0.07731404020113704,0.6880894571091863,0.41718999999970185,0.606301979618185,0.35251515765148717,83951,1.0046739541916827,30.30197337298098,-16.42078665121332,0.049694464628137425,12566.999999996613,4171.8999999966145,8395.099999999999,TrendFollower
TrendFollower_L5_T1.5_SL15_TP40,0.01,0.030586360250396672,0.0918561420254113,0.26176811329347,0.004953499999994165,0.018923236820829904,0.35244563598450995,83925,1.0055526871373794,0.3032705973832784,-0.16415018584624483,0.0005902293714622475,133.459999999966,49.534999999965976,83.92500000000001,TrendFollower
TrendFollower_L5_T1.5_SL15_TP40,0.1,0.03058636025039691,0.09185614202541204,0.31421571734126647,0.0495349999999622,0.15764647427284087,0.35244563598450995,83925,1.0055526871373788,3.0327059738327833,-1.6415018584624488,0.005902293714621809,1334.5999999996602,495.34999999966,839.2500000000002,TrendFollower
TrendFollower_L5_T1.5_SL15_TP40,1.0,0.030586360250396,0.09185614202540929,0.8386917578181802,0.49534999999970275,0.5906222344289326,0.35244563598450995,83925,1.0055526871373788,30.327059738327836,-16.415018584624487,0.059022937146220755,13345.999999996598,4953.4999999965985,8392.5,TrendFollower
TrendFollower_L5_T1.5_SL15_TP50,0.01,0.03215934108135752,0.09706853093893933,0.2777575381132459,0.00522529999999424,0.01881245072766957,0.3524196527521241,83917,1.005858673584995,0.30334638533847263,-0.16412257328450805,0.0006226747857998871,136.16999999996594,52.25299999996591,83.91700000000003,TrendFollower
TrendFollower_L5_T1.5_SL15_TP50,0.1,0.0321593410813578,0.09706853093894015,0.3336892926879613,0.05225299999996132,0.15659177907402624,0.3524196527521241,83917,1.0058586735849946,3.0334638533847267,-1.6412257328450812,0.0062267478579984825,1361.6999999996592,522.5299999996589,839.1700000000003,TrendFollower
TrendFollower_L5_T1.5_SL15_TP50,1.0,0.03215934108135689,0.09706853093893741,0.8930068384341727,0.5225299999997045,0.5851354967403448,0.3524196527521241,83917,1.0058586735849946,30.33463853384726,-16.41225732845081,0.062267478579984825,13616.999999996595,5225.299999996594,8391.7,TrendFollower
TrendFollower_L5_T1.5_SL20_TP30,0.01,0.023948534360334416,0.07099139009961986,0.19936622738181187,0.0038628999999942605,0.019375899572981897,0.35251515765148717,83951,1.0043262708651626,0.30301973372980984,-0.16426471291646008,0.00046013746113768295,122.57999999996602,38.628999999966,83.95100000000002,TrendFollower
