base_strategy,strategy_name,lot_size,sharpe_ratio,sortino_ratio,calmar_ratio,total_return,max_drawdown,win_rate,n_trades,profit_factor,avg_win,avg_loss,expectancy,gross_pnl,net_pnl,total_commission,template,params
BreakoutTrader_T1.8_SL10_TP20,BreakoutTrader_L5_T1.8_SL10_TP20,0.01,-8.53540483918705,-30.55110948802593,-1.0,-0.0034897,0.0034897,0.1194029850746268,67,0.3142525889681403,1.999,-0.8625254237288302,-0.5208507462686713,-34.830000000001,-34.897000000001,0.067,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 10, 'TP': 20}"
BreakoutTrader_T1.8_SL10_TP30,BreakoutTrader_L5_T1.8_SL10_TP30,0.01,-13.124350915788105,-42.35149089798152,-1.0,-0.0046897,0.0046897,0.044776119402985,67,0.160965398790565,2.999,-0.8733437500000154,-0.6999552238806117,-46.830000000001,-46.897000000001,0.067,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 10, 'TP': 30}"
BreakoutTrader_T1.8_SL10_TP40,BreakoutTrader_L5_T1.8_SL10_TP40,0.01,-19.679415853989624,-49.26038660580392,-1.0,-0.0053897,0.0053897,0.0149253731343283,67,0.0690721293353587,3.999,-0.8772121212121361,-0.8044328358209102,-53.830000000001,-53.897000000001,0.067,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 10, 'TP': 40}"
BreakoutTrader_T1.8_SL10_TP50,BreakoutTrader_L5_T1.8_SL10_TP50,0.01,-16.434670279971005,-48.34641390591704,-1.0,-0.0052897,0.0052897,0.0149253731343283,67,0.0863444797568038,4.999,-0.8772121212121361,-0.7895074626865818,-52.830000000001,-52.897000000001,0.067,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 10, 'TP': 50}"
BreakoutTrader_T1.8_SL15_TP30,BreakoutTrader_L5_T1.8_SL15_TP30,0.01,-8.010862390862714,-24.39332893759056,-1.0,-0.0049227,0.0049227,0.1194029850746268,67,0.327674510714427,2.999,-1.241000000000019,-0.7347313432835989,-49.16000000000111,-49.22700000000111,0.067,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 15, 'TP': 30}"
BreakoutTrader_T1.8_SL15_TP40,BreakoutTrader_L5_T1.8_SL15_TP40,0.01,-7.853095271247734,-26.19349454837057,-1.0,-0.0052227,0.0052227,0.0895522388059701,67,0.3147951351989562,3.999,-1.249524590163953,-0.779507462686584,-52.16000000000111,-52.22700000000111,0.067,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 15, 'TP': 40}"
BreakoutTrader_T1.8_SL15_TP50,BreakoutTrader_L5_T1.8_SL15_TP50,0.01,-6.189201929557145,-23.70088214663584,-0.9795371488403872,-0.0047257000000001,0.0048244214173955,0.0895522388059701,67,0.3800002623948728,4.827333333333338,-1.249524590163953,-0.7053283582089716,-47.19000000000108,-47.25700000000108,0.067,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 15, 'TP': 50}"
BreakoutTrader_T1.8_SL20_TP30,BreakoutTrader_L5_T1.8_SL20_TP30,0.01,-4.9924282737352135,-13.804398670963922,-0.9130483479166188,-0.0041727,0.0045700756258102,0.208955223880597,67,0.5015469520862882,2.999,-1.579490566037757,-0.6227910447761362,-41.66000000000111,-41.72700000000111,0.067,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 20, 'TP': 30}"
BreakoutTrader_T1.8_SL20_TP40,BreakoutTrader_L5_T1.8_SL20_TP40,0.01,-3.2812568045330197,-10.654829842658865,-0.7994197950349957,-0.0031726,0.0039686282722848,0.1969696969696969,66,0.6210146572216898,3.999000000000001,-1.579490566037757,-0.4806969696969864,-31.66000000000111,-31.726000000001108,0.066,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 20, 'TP': 40}"
BreakoutTrader_T1.8_SL20_TP50,BreakoutTrader_L5_T1.8_SL20_TP50,0.01,-3.861705600142416,-13.381804790863203,-0.8863315540722781,-0.0038755000000001,0.0043725172393942,0.1538461538461538,65,0.5581713503961625,4.896000000000003,-1.5948181818182026,-0.5962307692307863,-38.69000000000108,-38.75500000000108,0.065,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 20, 'TP': 50}"
BreakoutTrader_T1.8_SL30_TP50,BreakoutTrader_L5_T1.8_SL30_TP50,1.0,-4.171082405202656,-11.246899366750684,-0.9581011730205328,-0.5227400000000111,0.5456000000000087,0.21875,64,0.5506790441808443,457.61428571428615,-232.68000000000225,-81.67812500000167,-5221.0000000001055,-5227.400000000105,6.4,BreakoutTrader,"{'L': 5, 'T': 1.8, 'SL': 30, 'TP': 50}"
BreakoutTrader_T2.5_SL10_TP20,BreakoutTrader_L20_T2.5_SL10_TP20,0.01,-0.4194488541477485,-0.7317322451413597,-0.9587416427467852,-0.0394705999999952,0.0411691724236702,0.4086268350148009,33106,0.923578833807894,0.3526147250147851,-0.2638102972724467,-0.011922491391287,-361.5999999999509,-394.7059999999509,33.106000000000016,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 10, 'TP': 20}"
BreakoutTrader_T2.5_SL10_TP30,BreakoutTrader_L20_T2.5_SL10_TP30,0.01,-0.3979754977292057,-0.7142401104305486,-0.9542878416106472,-0.0381207999999953,0.0399468570569389,0.4080721574344023,32928,0.9254866769182328,0.3523675671652908,-0.2624786311630989,-0.0115770165208924,-348.27999999994995,-381.20799999995,32.92800000000001,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 10, 'TP': 30}"
BreakoutTrader_T2.5_SL10_TP40,BreakoutTrader_L20_T2.5_SL10_TP40,0.01,-0.3916178804447977,-0.7116380247468412,-0.9537076375623964,-0.0378830999999954,0.0397219215910043,0.407895137009215,32881,0.9257816823884524,0.3523298538622137,-0.2621746879654816,-0.0115212736838888,-345.94999999995105,-378.8309999999511,32.881000000000014,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 10, 'TP': 40}"
BreakoutTrader_T2.5_SL10_TP50,BreakoutTrader_L20_T2.5_SL10_TP50,0.01,-0.3714974735277189,-0.6837962135116902,-0.9480095085191385,-0.0363292999999956,0.0383216620440281,0.4079664059884977,32863,0.9286976561429826,0.3529360035802202,-0.2618783922697348,-0.0110547728448391,-330.4299999999513,-363.2929999999513,32.863000000000014,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 10, 'TP': 50}"
BreakoutTrader_T2.5_SL15_TP30,BreakoutTrader_L20_T2.5_SL15_TP30,0.01,-0.3990272224978359,-0.6564122720886939,-0.9426245884553262,-0.0390471999999956,0.0414239141204475,0.4100208256768345,32652,0.9237352523089164,0.3532627726322088,-0.2657783430232538,-0.0119585936542922,-357.8199999999507,-390.4719999999508,32.652000000000015,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 15, 'TP': 30}"
BreakoutTrader_T2.5_SL15_TP40,BreakoutTrader_L20_T2.5_SL15_TP40,0.01,-0.3996527862666271,-0.6643429554177042,-0.9417499117449804,-0.0394375999999956,0.0418769351694668,0.409832546157149,32606,0.922823803104192,0.3528920900995294,-0.265554903081638,-0.0120951972029672,-361.7699999999514,-394.3759999999514,32.606000000000016,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 15, 'TP': 40}"
BreakoutTrader_T2.5_SL15_TP50,BreakoutTrader_L20_T2.5_SL15_TP50,0.01,-0.3936726732792715,-0.6610523062073572,-0.941681889954634,-0.0391729999999957,0.0415989735152313,0.4097575943540963,32590,0.923260405284116,0.3529231690879145,-0.2653704512372614,-0.0120199447683323,-359.1399999999519,-391.72999999995193,32.59000000000002,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 15, 'TP': 50}"
BreakoutTrader_T2.5_SL20_TP30,BreakoutTrader_L20_T2.5_SL20_TP30,0.01,-0.374046318071443,-0.5963946308357602,-0.9356902116669592,-0.0367793999999958,0.0393072403038952,0.4106133235004916,32544,0.9276248378764108,0.3527633764873165,-0.2649377508993254,-0.0113014380530958,-335.24999999995146,-367.7939999999514,32.54400000000001,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 20, 'TP': 30}"
BreakoutTrader_T2.5_SL20_TP40,BreakoutTrader_L20_T2.5_SL20_TP40,0.01,-0.3695400286043434,-0.5963061253410904,-0.9351276532023516,-0.036708999999996,0.0392556030979147,0.4104307692307692,32500,0.9276407746570724,0.352805382712348,-0.2647649391994134,-0.0112950769230754,-334.5899999999519,-367.0899999999519,32.500000000000014,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 20, 'TP': 40}"
BreakoutTrader_T2.5_SL20_TP50,BreakoutTrader_L20_T2.5_SL20_TP50,0.01,-0.3666741009890421,-0.5967425907021754,-0.9346577265373208,-0.036640199999996,0.0392017301731822,0.4103811341666153,32482,0.9276636187103912,0.3525018754688679,-0.2644763993316604,-0.0112801551628578,-333.9199999999525,-366.4019999999525,32.48200000000001,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 20, 'TP': 50}"
BreakoutTrader_T2.5_SL30_TP50,BreakoutTrader_L20_T2.5_SL30_TP50,0.01,-0.3826972422880067,-0.6023126881129832,-0.9462177620130936,-0.0384852999999959,0.0406727727432613,0.4103536521444208,32433,0.9240121358494948,0.3516275452701186,-0.264832880150594,-0.0118660931767012,-352.4199999999522,-384.8529999999522,32.433000000000014,BreakoutTrader,"{'L': 20, 'T': 2.5, 'SL': 30, 'TP': 50}"
BreakoutTrader_T3.0_SL10_TP20,BreakoutTrader_L30_T3.0_SL10_TP20,0.01,-0.7339846125522506,-1.6999072178815242,-0.8987595388066588,-0.0215731000000008,0.0240031944791872,0.36654168898411,5601,0.8846431080819478,0.8058387725280071,-0.5270907553551305,-0.0385165149080529,-210.1300000000045,-215.73100000000449,5.601000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 10, 'TP': 20}"
BreakoutTrader_T3.0_SL10_TP30,BreakoutTrader_L30_T3.0_SL10_TP30,0.01,-0.6097127467739067,-1.5372950534440106,-0.8900541267532758,-0.0190531000000008,0.021406675647359,0.3587255081486907,5461,0.8967620527625312,0.8448295048494116,-0.5269994288977734,-0.0348893975462379,-185.0700000000055,-190.53100000000552,5.461000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 10, 'TP': 30}"
BreakoutTrader_T3.0_SL10_TP40,BreakoutTrader_L30_T3.0_SL10_TP40,0.01,-0.6351144077367744,-1.6631439335445803,-0.878844821855757,-0.0203439000000007,0.0231484552153847,0.3553534978660234,5389,0.888705500307996,0.8483002610966047,-0.5261755900978705,-0.0377507886435338,-198.05000000000436,-203.43900000000437,5.389000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 10, 'TP': 40}"
BreakoutTrader_T3.0_SL10_TP50,BreakoutTrader_L30_T3.0_SL10_TP50,0.01,-0.650050432360567,-1.7336376896968742,-0.8941686680111168,-0.0210438000000007,0.0235344860011792,0.3547120418848167,5348,0.8838200618226227,0.8438972061149175,-0.524865546218488,-0.039348915482424,-205.090000000004,-210.438000000004,5.348000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 10, 'TP': 50}"
BreakoutTrader_T3.0_SL15_TP30,BreakoutTrader_L30_T3.0_SL15_TP30,0.01,-0.55500688678644,-1.099968077405682,-0.8802153966268406,-0.0182870000000009,0.0207755965983785,0.3770398481973434,5270,0.9039902808994328,0.866549068948161,-0.5801714894913201,-0.0347001897533222,-177.60000000000832,-182.87000000000836,5.270000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 15, 'TP': 30}"
BreakoutTrader_T3.0_SL15_TP40,BreakoutTrader_L30_T3.0_SL15_TP40,0.01,-0.5625855804409979,-1.1581457160791615,-0.8659484769139751,-0.0189694000000008,0.0219059222410126,0.3737004235656527,5194,0.8992218533458889,0.8720242143225121,-0.5786329541961276,-0.0365217558721615,-184.5000000000073,-189.6940000000073,5.194000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 15, 'TP': 40}"
BreakoutTrader_T3.0_SL15_TP50,BreakoutTrader_L30_T3.0_SL15_TP50,0.01,-0.5565487346646262,-1.1677067614232093,-0.876225316839541,-0.0189635000000009,0.0216422644216677,0.3736178467507274,5155,0.8981458555001526,0.8682211838006211,-0.5765961598017971,-0.0367866149369557,-184.4800000000069,-189.6350000000069,5.155000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 15, 'TP': 50}"
BreakoutTrader_T3.0_SL20_TP30,BreakoutTrader_L30_T3.0_SL20_TP30,0.01,-0.4811263696400744,-0.8445790429618487,-0.7576208520447638,-0.0163183000000008,0.0215388739050131,0.3839164894645273,5173,0.914401955111944,0.8777462235649534,-0.5981760276121758,-0.03154513821767,-158.0100000000071,-163.1830000000071,5.173000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 20, 'TP': 30}"
BreakoutTrader_T3.0_SL20_TP40,BreakoutTrader_L30_T3.0_SL20_TP40,0.01,-0.5064161387307874,-0.923062334348161,-0.8560716416210788,-0.0175457000000009,0.0204955977361613,0.3800274671375319,5097,0.9069292382771024,0.8826757872999467,-0.5965822784810138,-0.0344235824995108,-170.36000000000683,-175.45700000000684,5.097000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 20, 'TP': 40}"
BreakoutTrader_T3.0_SL20_TP50,BreakoutTrader_L30_T3.0_SL20_TP50,0.01,-0.5066925064012041,-0.9405796998349756,-0.8492458416290738,-0.0177098000000007,0.0208535610442657,0.3797943851324634,5058,0.904947865650258,0.877703800104111,-0.5939327382849868,-0.0350134440490325,-172.04000000000633,-177.09800000000632,5.058000000000001,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 20, 'TP': 50}"
BreakoutTrader_T3.0_SL30_TP50,BreakoutTrader_L30_T3.0_SL30_TP50,0.01,-0.4513494307839255,-0.7372027390738569,-0.8034372584571632,-0.0162174000000006,0.0201850235712777,0.3839645447219983,4964,0.912410249319745,0.8863294858342065,-0.6054669718770445,-0.032670024174054,-157.21000000000478,-162.17400000000478,4.964,BreakoutTrader,"{'L': 30, 'T': 3.0, 'SL': 30, 'TP': 50}"
MeanReverterV2_T0.5_SL10_TP20,MeanReverterV2_L20_T0.5_SL10_TP20,0.01,-0.645622209117149,-1.1613022078147563,-0.8973635311236898,-0.0312701000000019,0.0348466356336601,0.4899371641926964,10981,0.8976465994197848,0.509741635687731,-0.5454581324763464,-0.0284765504052476,-301.720000000024,-312.701000000024,10.981000000000002,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 20}"
MeanReverterV2_T0.5_SL10_TP20_RSI20-65,MeanReverterV2_L30_T0.5_SL10_TP20_RSI20-65,0.01,-0.5793530580002063,-14.5173063837374,-0.7967737183347964,-0.0168876000000011,0.0211949762039027,0.3168971737823211,3326,0.9254025917117528,1.9876242884250477,-0.9964049295774644,-0.0507745039085986,-165.54999999999984,-168.87599999999983,3.3260000000000014,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 20, 'RSI': '20-65'}"
MeanReverterV2_T0.5_SL10_TP20_RSI25-70,MeanReverterV2_L20_T0.5_SL10_TP20_RSI25-70,0.01,-0.6746738411631685,-1.0541273180180857,-0.9755758569886018,-0.051299999999995,0.0525843271258756,0.5138847858197932,20310,0.882899517514057,0.370590495353071,-0.4437205509976696,-0.0252584933530275,-492.6899999999901,-512.9999999999901,20.31,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 20, 'RSI': '25-70'}"
MeanReverterV2_T0.5_SL10_TP20_RSI30-75,MeanReverterV2_L20_T0.5_SL10_TP20_RSI30-75,0.01,-0.4158001476936028,-0.6550500459013731,-0.9660125246651582,-0.0321529000000002,0.0332841440240592,0.5198790184887068,20499,0.9259539108699044,0.3772875105564403,-0.4411991465149353,-0.0156851065905658,-301.0300000000097,-321.5290000000098,20.499,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 20, 'RSI': '30-75'}"
MeanReverterV2_T0.5_SL10_TP20_RSI35-80,MeanReverterV2_L30_T0.5_SL10_TP20_RSI35-80,0.01,0.2506439700594983,3.545446716923976,1.5493406145563275,0.0073687999999992,0.0047560878032681,0.3420893719806763,3312,1.034235447217023,1.9647634598411297,-0.9877875172097288,0.0222487922705317,77.0,73.688,3.312000000000001,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 20, 'RSI': '35-80'}"
MeanReverterV2_T0.5_SL10_TP30,MeanReverterV2_L20_T0.5_SL10_TP30,0.01,-0.5810355405314335,-1.0860514758476445,-0.8713709490246028,-0.0289022000000022,0.0331686522626843,0.4879396059657521,10862,0.9045064250059068,0.5165264150943383,-0.5441589356346669,-0.0266085435463104,-278.1600000000243,-289.0220000000243,10.862000000000002,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 30}"
MeanReverterV2_T0.5_SL10_TP30_RSI20-65,MeanReverterV2_L30_T0.5_SL10_TP30_RSI20-65,0.01,-0.6566381083258913,-18.62546943553989,-0.8111413772046068,-0.0166818000000008,0.0205658353387056,0.2343619683069224,2398,0.9087486789678556,2.956046263345195,-0.9957058823529408,-0.0695654712260215,-164.4200000000002,-166.8180000000002,2.398000000000001,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 30, 'RSI': '20-65'}"
MeanReverterV2_T0.5_SL10_TP30_RSI25-70,MeanReverterV2_L20_T0.5_SL10_TP30_RSI25-70,0.01,-0.6758987310842024,-1.0737898176635834,-0.9720167411852664,-0.0505587999999954,0.0520143304716589,0.5143808658795035,19818,0.8790931965829653,0.3606087894840104,-0.4345006234413954,-0.0255115551518815,-485.7699999999885,-505.5879999999884,19.818000000000005,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 30, 'RSI': '25-70'}"
MeanReverterV2_T0.5_SL10_TP30_RSI30-75,MeanReverterV2_L20_T0.5_SL10_TP30_RSI30-75,0.01,-0.3814565236287346,-0.6213460835595709,-0.9479761523452812,-0.0296115000000016,0.0312365452725188,0.5188326265901722,20045,0.9291612092939778,0.3734624999999985,-0.4333981337480555,-0.0147725118483417,-276.0700000000121,-296.1150000000121,20.045,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 30, 'RSI': '30-75'}"
MeanReverterV2_T0.5_SL10_TP30_RSI35-80,MeanReverterV2_L30_T0.5_SL10_TP30_RSI35-80,0.01,0.4594402693281588,7.261874940334565,2.1873869003673168,0.0117079999999992,0.0053525053103468,0.2669527896995708,2330,1.0696110036280009,2.892279742765272,-0.9847295081967208,0.0502489270386264,119.40999999999973,117.07999999999971,2.33,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 30, 'RSI': '35-80'}"
MeanReverterV2_T0.5_SL10_TP40,MeanReverterV2_L30_T0.5_SL10_TP40,0.01,-0.2962254805946578,-2.094456968590253,-0.1893793157026549,-0.0004262,0.0022505097688136,0.1885245901639344,122,0.9523047482626236,3.699869565217391,-0.902616161616164,-0.0349344262295102,-4.140000000000253,-4.262000000000253,0.122,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 40}"
MeanReverterV2_T0.5_SL10_TP40_RSI20-65,MeanReverterV2_L30_T0.5_SL10_TP40_RSI20-65,0.01,-0.6267385254206687,-18.40256665876674,-0.7485447009642829,-0.0136555000000005,0.0182427315060936,0.1877437325905292,1795,0.905833749382822,3.897902077151336,-0.994614540466392,-0.0760752089136486,-134.7600000000002,-136.55500000000018,1.7950000000000008,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 40, 'RSI': '20-65'}"
MeanReverterV2_T0.5_SL10_TP40_RSI25-70,MeanReverterV2_L20_T0.5_SL10_TP40_RSI25-70,0.01,-0.6500676258928794,-1.0480820843234493,-0.9695868183650028,-0.0489808999999955,0.0505172915640408,0.5145365061646964,19709,0.8815816131392216,0.3595748939946753,-0.4323012123745809,-0.0248520472880403,-470.0999999999882,-489.8089999999882,19.709000000000003,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 40, 'RSI': '25-70'}"
MeanReverterV2_T0.5_SL10_TP40_RSI30-75,MeanReverterV2_L20_T0.5_SL10_TP40_RSI30-75,0.01,-0.3721643560490341,-0.6131296893511653,-0.9588207342685742,-0.0288991000000016,0.0301402535084381,0.5193806244029964,19891,0.9297590343875448,0.3702728680669814,-0.4303640167364013,-0.0145287315871505,-269.1000000000119,-288.9910000000119,19.891000000000005,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 40, 'RSI': '30-75'}"
MeanReverterV2_T0.5_SL10_TP40_RSI35-80,MeanReverterV2_L30_T0.5_SL10_TP40_RSI35-80,0.01,0.5322439539982143,9.247979090719816,2.6471684042687698,0.0120502999999995,0.0045521471095557,0.2204812534974818,1787,1.0880256663304004,3.780345177664975,-0.9827372577171568,0.0674331281477339,122.29000000000002,120.503,1.7870000000000008,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 40, 'RSI': '35-80'}"
MeanReverterV2_T0.5_SL10_TP50,MeanReverterV2_L30_T0.5_SL10_TP50,0.01,-0.1009142764231885,-0.7967566492303394,-0.060453353477267,-0.0001601,0.0026483228934563,0.1735537190082644,121,0.9822819831783932,4.2266190476190415,-0.9036000000000024,-0.0132314049586808,-1.480000000000368,-1.601000000000368,0.121,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 50}"
MeanReverterV2_T0.5_SL10_TP50_RSI20-65,MeanReverterV2_L30_T0.5_SL10_TP50_RSI20-65,0.01,-0.7275024342512342,-21.07737492400096,-0.8028756675441109,-0.0145756000000004,0.0181542430406258,0.1530748663101604,1496,0.8841410535536431,4.857165938864629,-0.9929337016574584,-0.0974304812834223,-144.26000000000028,-145.75600000000028,1.4960000000000004,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 50, 'RSI': '20-65'}"
MeanReverterV2_T0.5_SL10_TP50_RSI25-70,MeanReverterV2_L20_T0.5_SL10_TP50_RSI25-70,0.01,-0.6378655847950584,-1.0347088412347711,-0.9684822470665576,-0.0481462999999956,0.049713146674424,0.5146288098509133,19653,0.8828762073009639,0.3588348823413093,-0.4309381486528976,-0.0244981936600004,-461.80999999998846,-481.4629999999885,19.653,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 50, 'RSI': '25-70'}"
MeanReverterV2_T0.5_SL10_TP50_RSI30-75,MeanReverterV2_L20_T0.5_SL10_TP50_RSI30-75,0.01,-0.3559574406262531,-0.5906685981765433,-0.9441154672419017,-0.0277082000000018,0.0293483169817643,0.5197156111335216,19832,0.932141881905487,0.3692803919666232,-0.4286881889763775,-0.0139714602662368,-257.2500000000115,-277.0820000000115,19.832000000000004,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 10, 'TP': 50, 'RSI': '30-75'}"
MeanReverterV2_T0.5_SL10_TP50_RSI35-80,MeanReverterV2_L30_T0.5_SL10_TP50_RSI35-80,0.01,0.4956206574795788,8.639142240531505,2.1913101596475557,0.0099249999999996,0.0045292538604375,0.1887323943661971,1420,1.0880631605846158,4.575679104477613,-0.9783263888888888,0.0698943661971834,100.67000000000031,99.25000000000033,1.4200000000000004,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 10, 'TP': 50, 'RSI': '35-80'}"
MeanReverterV2_T0.5_SL15_TP30,MeanReverterV2_L20_T0.5_SL15_TP30,0.01,-0.5938317550147739,-0.8952097485313121,-0.86375788937678,-0.0304231000000025,0.0352217911687654,0.5027694101642212,10291,0.8988185727821681,0.5223339775802065,-0.5876073871409054,-0.0295628218832013,-293.94000000002427,-304.23100000002427,10.291000000000002,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 15, 'TP': 30}"
MeanReverterV2_T0.5_SL15_TP30_RSI20-65,MeanReverterV2_L30_T0.5_SL15_TP30_RSI20-65,0.01,-0.7463412638117637,-10.776471768484944,-0.7738121554917484,-0.0160884000000005,0.0207910923675999,0.31136638452237,1654,0.9047115327095832,2.9660291262135923,-1.482343283582089,-0.0972696493349454,-159.23000000000033,-160.88400000000033,1.6540000000000006,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 15, 'TP': 30, 'RSI': '20-65'}"
MeanReverterV2_T0.5_SL15_TP30_RSI25-70,MeanReverterV2_L20_T0.5_SL15_TP30_RSI25-70,0.01,-0.6739266652536057,-0.8871320043271332,-0.9728103386820222,-0.0493030999999975,0.0506811019985602,0.5279499757425475,18551,0.8735538146005148,0.3477747600571775,-0.4452594495831892,-0.0265770578405472,-474.47999999999166,-493.0309999999917,18.551,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 15, 'TP': 30, 'RSI': '25-70'}"
MeanReverterV2_T0.5_SL15_TP30_RSI30-75,MeanReverterV2_L20_T0.5_SL15_TP30_RSI30-75,0.01,-0.3771985338699257,-0.509842957017385,-0.9262514397517576,-0.0284963000000014,0.0307651883463076,0.5309753369200447,18773,0.9266173007368812,0.3609833467094687,-0.4410272572402037,-0.0151794065945778,-266.1900000000096,-284.96300000000963,18.773000000000003,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 15, 'TP': 30, 'RSI': '30-75'}"
MeanReverterV2_T0.5_SL15_TP30_RSI35-80,MeanReverterV2_L30_T0.5_SL15_TP30_RSI35-80,0.01,0.6402030790151704,5.6209102237266855,2.6325244068055587,0.0137590999999993,0.0052265802225534,0.3539221741815935,1619,1.0905420771816403,2.892193717277486,-1.4528068833652013,0.0849851760345886,139.2099999999995,137.5909999999995,1.6190000000000009,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 15, 'TP': 30, 'RSI': '35-80'}"
MeanReverterV2_T0.5_SL15_TP40,MeanReverterV2_L20_T0.5_SL15_TP40,0.01,-0.5860240703219055,-0.8939483537030438,-0.8609105731924125,-0.0302361000000024,0.0351210694136111,0.5025851136474491,10251,0.8989833217458686,0.5222861024844698,-0.5870129437144562,-0.0294957565115621,-292.1100000000242,-302.3610000000241,10.251,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 15, 'TP': 40}"
MeanReverterV2_T0.5_SL15_TP40_RSI20-65,MeanReverterV2_L30_T0.5_SL15_TP40_RSI20-65,0.01,-0.76459043726816,-11.32295230397385,-0.7550298719537787,-0.0144762000000004,0.0191730162444309,0.2531446540880503,1272,0.8968799418728894,3.9101180124223593,-1.4777052631578949,-0.1138066037735852,-143.49000000000038,-144.76200000000037,1.2720000000000002,MeanReverterV2,"{'V': 2, 'L': 30, 'T': 0.5, 'SL': 15, 'TP': 40, 'RSI': '20-65'}"
MeanReverterV2_T0.5_SL15_TP40_RSI25-70,MeanReverterV2_L20_T0.5_SL15_TP40_RSI25-70,0.01,-0.6401776245214249,-0.8578028554958609,-0.970069688858054,-0.0473782999999977,0.048840099370356,0.52795972500406,18473,0.8776371079172015,0.348422741720496,-0.4440309633027509,-0.025647323120229,-455.3099999999906,-473.7829999999906,18.473,MeanReverterV2,"{'V': 2, 'L': 20, 'T': 0.5, 'SL': 15, 'TP': 40, 'RSI': '25-70'}"
